Papel   Cotacao P/L        P/VP    PSR        DY      P/Ativo    P/Cap.Giro P/EBIT     P/ACL       EV/EBIT     EV/EBITDA Mrg.Ebit    Mrg.Liq.    Liq.Corr. ROIC        ROE   Liq.2meses
BOBR4   1.99    4.83       -7.21   0.352      0.00    0.576      -6.01      2.41       -0.97       4.10        3.61    0.1459      0.0728      0.84    0.314       -1.492 79349.00
CIEL3   3.72    4.83       0.84    1.540      0.0822  0.104      0.81       6.50       2.81        10.07       7.70    0.237       0.3188      1.17    0.0532      0.1748 120908000.00
POSI3   6.58    4.88       0.64    0.261      0.0781  0.223      0.61       2.47       1.45        4.79        4.20    0.1057      0.0548      1.83    0.1288      0.1321 11837100.00
BMEB3   15.70   4.90       1.13    0.000      0.0465  0.000      0.00       0.00       0.00        0.00        0.00    0.00        0.00        0.00    0.00        0.2308 10450.80
MTSA4   48.69   4.91       0.99    0.665      0.0689  0.763      1.34       4.75       1.39        3.36        2.97    0.1401      0.1356      3.77    0.2412      0.202 207908.00
SAPR3   4.96    5.03       0.79    1.235      0.0684  0.409      9.50       2.83       -1.22       4.49        3.82    0.4362      0.2453      1.41    0.1585      0.1568 1447640.00
EEEL4   410.00  5.04       2.60    2.363      0.00    0.734      7.19       4.62       -1.54       6.19        6.11    0.5111      0.4686      1.74    0.1759      0.5167 0.00   
PINE4   3.78    5.05       0.73    0.000      0.0428  0.000      0.00       0.00       0.00        0.00        0.00    0.00        0.00        0.00    0.00        0.1449 1009240.00
EPAR3   10.79   5.06       1.29    0.333      0.1151  1.130      2.48       13.50      3.19        11.96       10.47   0.0247      0.0658      18.54   0.0971      0.2558 40313.70
COCE6   35.00   5.07       0.64    0.313      0.00    0.208      -1.58      1.87       -0.46       5.64        4.15    0.1672      0.0619      0.64    0.1266      0.1268 0.00   
EUCA3   15.18   5.12       0.64    0.530      0.0473  0.353      2.24       3.59       -5.29       4.91        3.00    0.1476      0.1036      1.71    0.1109      0.1246 17481.00
EUCA4   15.26   5.14       0.64    0.533      0.0518  0.355      2.26       3.61       -5.32       4.93        3.01    0.1476      0.1036      1.71    0.1109      0.1246 520853.00
EEEL3   421.01  5.17       2.67    2.426      0.00    0.753      7.38       4.75       -1.58       6.31        6.23    0.5111      0.4686      1.74    0.1759      0.5167 0.00   
SAPR11  25.57   5.19       0.81    1.273      0.0717  0.422      9.79       2.92       -1.26       4.58        3.89    0.4362      0.2453      1.41    0.1585      0.1568 31000200.00
EQMA3B  29.27   5.19       1.31    0.875      0.0953  0.533      14.15      3.63       -1.74       4.99        4.22    0.2411      0.1686      1.15    0.1737      0.2531 7593.77
SAPR4   5.12    5.19       0.81    1.274      0.0729  0.422      9.80       2.92       -1.26       4.58        3.89    0.4362      0.2453      1.41    0.1585      0.1568 11157600.00
CAMB3   9.45    5.20       1.82    0.835      0.0293  1.128      4.83       3.61       10.97       3.84        3.46    0.2315      0.1606      1.93    0.3341      0.3503 772227.00
NEOE3   18.98   5.21       0.78    0.520      0.061   0.236      18.90      2.52       -0.51       6.68        5.23    0.206       0.1013      1.06    0.1063      0.1501 30929500.00
MOAR3   388.00  5.38       3.12    0.000      0.041   1.469      3.75       -165.09    349.88      -145.43     -146.40 0.00        0.00        3.76    -0.0182     0.5802 3867.48
CSMG3   18.47   5.43       0.89    1.004      0.0904  0.501      7.02       4.20       -2.06       6.20        4.23    0.2392      0.1847      1.58    0.1346      0.1638 40702800.00
CEBR5   14.75   5.46       1.02    3.673      0.1798  0.727      1.65       14.84      1.75        5.41        4.83    0.2476      0.8086      6.09    0.0922      0.1863 72599.60
ROMI3   12.41   5.51       0.97    0.800      0.0757  0.484      1.39       6.06       4.30        8.79        6.77    0.1319      0.1458      2.31    0.0955      0.1762 4964990.00
PINE3   4.16    5.56       0.81    0.000      0.00    0.000      0.00       0.00       0.00        0.00        0.00    0.00        0.00        0.00    0.00        0.1449 0.00   
RANI3   10.54   5.62       2.01    1.605      0.081   0.748      3.03       4.96       -2.52       6.97        5.80    0.3234      0.2858      3.91    0.1871      0.3581 10666600.00
BPIA3   6.10    5.64       1.06    0.000      0.00    0.000      0.00       0.00       0.00        0.00        0.00    0.00        0.00        0.00    0.00        0.1884 0.00   
DSUL3   7.95    5.65       0.97    0.879      0.00    0.721      1.93       2.37       2.70        1.27        1.27    0.3713      0.1602      3.50    0.4891      0.1725 0.00   
MTRE3   4.63    5.67       0.50    0.538      0.164   0.226      0.44       9.46       0.76        19.54       17.00   0.0568      0.0943      2.65    0.0257      0.0885 6022600.00
CEBR3   15.49   5.73       1.07    3.858      0.1712  0.764      1.74       15.58      1.83        6.15        5.50    0.2476      0.8086      6.09    0.0922      0.1863 153776.00
RNPT4   31.81   5.74       0.39    0.467      0.00    0.379      57.01      56.10      57.01       56.05       56.05   0.0083      0.0813      1.38    0.0068      0.0672 0.00   
RNPT3   31.87   5.75       0.39    0.468      0.00    0.380      57.12      56.21      57.12       56.15       56.15   0.0083      0.0813      1.38    0.0068      0.0672 0.00   
POMO3   4.86    5.78       1.37    0.717      0.077   0.604      1.86       5.66       11.07       6.93        5.95    0.1265      0.1251      2.16    0.1458      0.2364 1190090.00
EALT4   8.71    5.80       0.85    0.411      0.0434  0.357      18.47      4.14       -1.75       6.52        4.59    0.0992      0.0708      1.05    0.0939      0.1461 57571.20
CGRA3   25.08   5.87       0.58    0.751      0.0792  0.416      1.55       6.21       2.68        4.49        3.34    0.1209      0.1281      2.66    0.0832      0.098 125956.00
ELPL3   49.32   5.88       4.06    0.503      0.00    0.333      -5.62      2.55       -0.51       4.12        3.30    0.1974      0.0855      0.81    0.15        0.6898 0.00   
COCE5   40.90   5.92       0.75    0.366      0.0075  0.243      -1.85      2.19       -0.54       5.96        4.38    0.1672      0.0619      0.64    0.1266      0.1268 821582.00
BRSR6   11.87   5.94       0.51    0.000      0.0793  0.000      0.00       0.00       0.00        0.00        0.00    0.00        0.00        0.00    0.00        0.0862 22808700.00
BGIP4   21.95   5.97       0.60    0.000      0.1612  0.000      0.00       0.00       0.00        0.00        0.00    0.00        0.00        0.00    0.00        0.1009 15314.10
ABCB4   21.75   6.02       0.86    0.000      0.0554  0.000      0.00       0.00       0.00        0.00        0.00    0.00        0.00        0.00    0.00        0.1429 11688900.00
RECV3   19.20   6.05       1.27    1.940      0.0551  0.815      41.09      6.03       -4.74       6.24        4.02    0.322       0.3208      1.12    0.1605      0.2102 57532100.00
EALT3   9.10    6.06       0.89    0.429      0.0377  0.373      19.30      4.33       -1.83       6.71        4.72    0.0992      0.0708      1.05    0.0939      0.1461 2348.38
CEBR6   16.40   6.07       1.13    4.084      0.1779  0.808      1.84       16.50      1.94        7.07        6.32    0.2476      0.8086      6.09    0.0922      0.1863 287993.00
TIET11  17.44   6.09       3.13    3.010      0.00    0.638      1434.52    5.02       -1.05       8.78        6.62    0.5993      0.4991      1.00    0.1397      0.5145 0.00   
TIET3   3.49    6.09       3.13    3.012      0.00    0.638      1435.34    5.03       -1.05       8.78        6.63    0.5993      0.4991      1.00    0.1397      0.5145 0.00   
TIET4   3.51    6.13       3.15    3.029      0.00    0.642      1443.57    5.06       -1.05       8.81        6.65    0.5993      0.4991      1.00    0.1397      0.5145 0.00   
JALL3   8.02    6.14       1.22    1.441      0.0536  0.371      1.45       10.21      -1.20       21.74       5.69    0.1412      0.2348      2.96    0.0435      0.1987 6555440.00
PLAS3   7.10    6.14       -0.25   0.096      0.00    0.132      -0.34      -3.30      -0.11       -14.01      13.78   -0.0291     0.0157      0.43    -0.0465     -0.0402 925.05 
CGRA4   26.27   6.15       0.60    0.787      0.0757  0.436      1.62       6.51       2.81        4.79        3.56    0.1209      0.1281      2.66    0.0832      0.098 198505.00
STBP11  14.40   6.19       1.14    1.285      0.00    0.543      10.91      4.28       -1.64       4.02        2.93    0.3004      0.2077      1.35    0.1493      0.1836 0.00   
DEXP4   10.50   6.19       1.43    0.548      0.026   0.695      1.55       4.83       2.93        4.23        3.70    0.1134      0.1061      3.17    0.2252      0.2311 18636.40
LEVE3   32.99   6.23       2.85    1.008      0.3027  1.420      4.61       5.48       9.74        5.46        4.86    0.1837      0.1613      1.91    0.3602      0.4573 33807200.00
BRSR3   12.51   6.26       0.54    0.000      0.0753  0.000      0.00       0.00       0.00        0.00        0.00    0.00        0.00        0.00    0.00        0.0862 95826.50
ALLL11  16.50   6.36       0.38    0.581      0.00    0.124      1.08       1.85       -0.28       5.51        3.38    0.314       0.0914      1.99    0.0793      0.0604 0.00   
ALLL4   3.32    6.40       0.39    0.584      0.00    0.125      1.08       1.86       -0.28       5.52        3.38    0.314       0.0914      1.99    0.0793      0.0604 0.00   
BMKS3   307.01  6.40       0.68    8.718      0.1882  0.594      0.81       -21.90     0.95        2.77        2.82    -0.398      1.3618      36.30   -0.0901     0.1066 11719.60
CEEB5   41.06   6.49       1.82    0.732      0.1111  0.388      -6.51      2.86       -0.69       6.33        5.15    0.2563      0.1128      0.79    0.1493      0.2797 886.45 
CMIG3   15.61   6.50       1.41    0.953      0.0708  0.612      10.73      4.17       -1.93       5.14        4.47    0.2283      0.1466      1.30    0.1673      0.2164 8128300.00
DEXP3   11.05   6.51       1.50    0.577      0.0243  0.731      1.63       5.08       3.09        4.48        3.92    0.1134      0.1061      3.17    0.2252      0.2311 739254.00
CEEB3   41.45   6.56       1.83    0.739      0.1101  0.391      -6.57      2.88       -0.69       6.35        5.18    0.2563      0.1128      0.79    0.1493      0.2797 123447.00
TKNO4   60.01   6.60       0.63    0.680      0.0609  0.499      1.32       6.89       1.46        5.11        4.05    0.0986      0.103       3.23    0.0938      0.0955 300.03 
CIQU4   12.49   6.63       1.05    0.413      0.00    0.515      3.33       4.25       7.55        7.50        5.23    0.0972      0.0622      1.36    0.127       0.1587 0.00   
CIQU3   12.49   6.63       1.05    0.413      0.00    0.515      3.33       4.25       7.55        7.50        5.23    0.0972      0.0622      1.36    0.127       0.1587 0.00   
VSTE3   14.05   6.70       1.55    1.442      0.0082  0.946      8.96       58.24      -14.38      67.82       9.17    0.0248      0.2151      1.48    0.0181      0.2313 155664.00
RDNI3   4.64    6.74       0.35    0.349      0.0311  0.087      0.86       -47.44     -0.19       -222.55     1642.73 -0.0074     0.0596      1.55    -0.0019     0.0518 51728.10
TRPL4   24.41   6.81       0.89    2.793      0.0435  0.457      5.80       5.09       -1.48       7.37        7.31    0.5491      0.4193      1.90    0.0954      0.1314 99844500.00
CSRN6   27.00   6.92       3.17    1.241      0.1079  0.786      -137.52    4.45       -1.58       6.88        5.90    0.279       0.1794      0.98    0.2033      0.4587 416.43 
CSRN3   27.18   6.96       3.19    1.250      0.0974  0.791      -138.43    4.48       -1.59       6.91        5.93    0.279       0.1794      0.98    0.2033      0.4587 7483.65
MRSA5B  23.56   6.97       1.26    1.307      0.0273  0.522      -52.08     3.47       -1.27       4.72        4.72    0.3771      0.1876      0.95    0.1778      0.1803 357.15 
MRSA6B  23.56   6.97       1.26    1.307      0.0273  0.522      -52.08     3.47       -1.27       4.72        4.72    0.3771      0.1876      0.95    0.1778      0.1803 184.05 
VALE3   73.47   7.02       1.75    1.617      0.0869  0.748      64.73      4.17       -1.91       4.80        4.01    0.3876      0.2332      1.08    0.2011      0.2499 1689310000.00
BGIP3   25.94   7.05       0.71    0.000      0.124   0.000      0.00       0.00       0.00        0.00        0.00    0.00        0.00        0.00    0.00        0.1009 712.95 
ITSA4   9.52    7.12       1.23    13.260     0.0682  0.956      19.74      108.29     -15.57      111.40      52.14   0.1225      1.933       1.65    0.0097      0.1731 189668000.00
ITSA3   9.58    7.17       1.24    13.344     0.0677  0.962      19.86      108.97     -15.67      112.08      52.46   0.1225      1.933       1.65    0.0097      0.1731 2482460.00
MRSA3B  24.25   7.17       1.29    1.345      0.00    0.537      -53.61     3.57       -1.31       4.82        4.82    0.3771      0.1876      0.95    0.1778      0.1803 434.48 
CSRN5   28.00   7.17       3.29    1.287      0.104   0.815      -142.61    4.61       -1.63       7.04        6.04    0.279       0.1794      0.98    0.2033      0.4587 336.50 
AURE3   14.60   7.20       1.05    2.448      0.1027  0.468      3.92       16.96      -1.54       18.48       10.96   0.1444      0.3401      1.92    0.0339      0.1452 66879800.00
GEPA4   26.09   7.22       1.16    1.766      0.1231  0.694      -6.18      4.47       -2.57       5.31        3.97    0.3953      0.2444      0.54    0.1938      0.1606 28206.70
COCE3   50.01   7.24       0.92    0.448      0.0062  0.297      -2.26      2.68       -0.66       6.45        4.74    0.1672      0.0619      0.64    0.1266      0.1268 0.00   
EKTR3   33.50   7.25       2.38    0.755      0.1091  0.587      14.42      3.29       -1.33       5.65        4.78    0.2291      0.1041      1.15    0.2127      0.3283 0.00   
DXCO3   7.18    7.26       0.92    0.795      0.0438  0.356      4.89       5.37       -1.12       9.44        4.89    0.1479      0.1124      1.34    0.0787      0.1266 38357500.00
SLCE3   37.73   7.27       1.61    0.869      0.0748  0.505      2.13       3.57       -2.74       5.03        4.61    0.2434      0.1271      1.97    0.1642      0.2213 56648000.00
POMO4   6.20    7.37       1.74    0.914      0.0603  0.771      2.37       7.22       14.12       8.50        7.29    0.1265      0.1251      2.16    0.1458      0.2364 33310000.00
EQPA3   7.12    7.45       3.53    1.579      0.0207  1.097      10.10      5.04       -3.14       6.18        5.44    0.3132      0.2118      1.47    0.2683      0.4739 58433.10
GEPA3   26.99   7.47       1.20    1.827      0.119   0.718      -6.39      4.62       -2.66       5.46        4.09    0.3953      0.2444      0.54    0.1938      0.1606 941.83 
KEPL3   11.00   7.48       2.90    1.308      0.0781  1.431      5.25       6.48       8.66        6.12        5.52    0.2017      0.1747      1.68    0.3303      0.3876 12138300.00
JSLG3   9.75    7.49       1.66    0.395      0.0242  0.263      2.26       3.20       -0.49       9.03        6.11    0.1234      0.0527      1.64    0.0971      0.2215 3389390.00
ODER4   100.00  7.52       2.27    1.092      0.0336  1.282      2.61       7.57       4.59        8.39        7.75    0.1443      0.1452      3.21    0.1881      0.3011 0.00   
BMIN4   15.00   7.55       0.53    0.000      0.106   0.000      0.00       0.00       0.00        0.00        0.00    0.00        0.00        0.00    0.00        0.07  2180.82
GETT3   2.40    7.55       1.24    1.336      0.00    0.081      3.13       6.04       3.36        6.86        4.78    0.2213      0.1766      1.03    0.0136      0.1641 0.00   
GETT4   2.40    7.55       1.24    1.336      0.00    0.081      3.13       6.04       3.36        6.86        4.78    0.2213      0.1766      1.03    0.0136      0.1641 0.00   
MDNE3   11.81   7.56       0.77    0.932      0.00    0.309      1.36       5.55       -1.30       5.44        5.25    0.1679      0.1228      2.69    0.062       0.1015 4469060.00
RSUL4   75.79   7.57       2.59    1.284      0.0376  1.310      4.27       4.79       29.06       4.24        3.96    0.2678      0.1695      2.32    0.3492      0.3414 202386.00
ALLD3   6.19    7.58       0.37    0.100      0.0572  0.167      0.57       3.22       1.18        4.62        3.35    0.031       0.0131      1.73    0.0845      0.049 177479.00
DPPI4   38.90   7.62       2.28    -0.665     0.00    1.718      3.98       87.28      4.46        73.74       73.74   -0.0076     -0.0504     3.14    0.03        0.2997 0.00   
ALLL3   3.97    7.65       0.46    0.699      0.00    0.149      1.29       2.22       -0.34       5.88        3.61    0.314       0.0914      1.99    0.0793      0.0604 0.00   
CCTU4   37.28   7.65       0.92    0.307      0.00    0.405      2.29       14.56      -28.32      21.77       21.77   0.021       0.04        1.48    0.0296      0.1207 0.00   
BEES3   8.55    7.67       1.24    0.000      0.0735  0.000      0.00       0.00       0.00        0.00        0.00    0.00        0.00        0.00    0.00        0.1617 106504.00
MSPA4   40.00   7.79       0.31    1.331      0.0015  0.179      5.25       -26.51     -0.56       -35.62      42.00   -0.0502     0.171       1.56    -0.0071     0.0394 0.00   
TASA3   14.32   7.84       1.64    0.925      0.0975  0.835      3.72       6.05       8.50        7.25        6.51    0.153       0.118       1.62    0.1567      0.2087 282322.00
VULC4   18.00   7.84       2.23    1.601      0.00    1.581      2.92       8.92       3.85        8.94        7.49    0.1795      0.2041      4.39    0.2168      0.2843 0.00   
RAPT3   9.93    7.87       1.11    0.293      0.0515  0.256      0.84       2.26       -2.75       4.22        3.56    0.1296      0.0599      2.10    0.1551      0.1412 127843.00
CPFE3   36.72   7.88       2.33    1.059      0.0786  0.574      -13.80     3.92       -1.13       5.72        4.86    0.2701      0.1398      0.85    0.1665      0.2954 57551200.00
TASA4   14.50   7.94       1.66    0.936      0.0963  0.846      3.76       6.12       8.61        7.32        6.58    0.153       0.118       1.62    0.1567      0.2087 6010820.00
EQPA7   7.60    7.96       3.77    1.685      0.0194  1.171      10.78      5.38       -3.35       6.52        5.73    0.3132      0.2118      1.47    0.2683      0.4739 6589.10
VLID3   19.91   8.05       1.20    0.831      0.0459  0.608      2.42       3.54       26.36       4.16        3.28    0.2344      0.0972      2.00    0.2255      0.149 7721140.00
WSON33  67.00   8.07       0.98    1.067      0.00    0.400      13.41      2.42       -0.89       5.08        5.08    0.4414      0.1358      1.26    0.1836      0.1217 0.00   
CMET4   3.91    8.10       5.38    3.068      0.00    3.136      9.47       5.72       27.20       5.34        5.34    0.5363      0.4303      2.64    0.814       0.664 0.00   
RDTR3   6.30    8.11       1.37    0.000      0.00    1.320      0.00       -1919.75   0.00        -1897.05    -219.41 0.00        0.00        0.00    0.00        0.1695 0.00   
EQPA5   7.80    8.17       3.87    1.729      0.0189  1.202      11.06      5.52       -3.44       6.66        5.86    0.3132      0.2118      1.47    0.2683      0.4739 1196.00
ITUB3   26.24   8.27       1.47    0.000      0.057   0.000      0.00       0.00       0.00        0.00        0.00    0.00        0.00        0.00    0.00        0.1772 11630200.00
BBSE3   31.81   8.31       5.97    0.000      0.1093  3.918      0.00       7.33       0.00        0.00        0.00    0.00        0.00        0.00    0.00        0.718 143766000.00
JHSF3   4.38    8.31       0.59    1.977      0.107   0.277      1.50       6.43       -1.29       11.97       10.61   0.3073      0.2392      2.85    0.0452      0.071 13956700.00
PSSA3   28.01   8.33       1.53    0.579      0.0315  0.331      5.88       0.70       -2.81       0.26        0.25    0.824       0.0712      1.09    0.5964      0.1833 36330400.00
CPRE3   18.23   8.36       1.81    3.001      0.00    0.893      -4.97      4.98       -2.83       4.79        3.89    0.6028      0.3652      0.50    0.2062      0.2164 0.00   
EKTR4   38.75   8.39       2.75    0.873      0.1037  0.679      16.68      3.81       -1.54       6.17        5.22    0.2291      0.1041      1.15    0.2127      0.3283 6127.67
LEVE4   44.49   8.41       3.84    1.359      0.00    1.915      6.21       7.39       13.14       7.37        6.56    0.1837      0.1613      1.91    0.3602      0.4573 0.00   
BEES4   9.38    8.41       1.36    0.000      0.067   0.000      0.00       0.00       0.00        0.00        0.00    0.00        0.00        0.00    0.00        0.1617 39341.90
AGIN3   5.29    8.46       1.23    1.816      0.00    0.565      1.29       10.92      3.55        14.68       14.68   0.1663      0.2183      2.72    0.0559      0.1456 0.00   
LAVV3   7.47    8.48       1.18    1.875      0.0473  0.678      1.34       9.85       2.11        7.81        7.77    0.1904      0.2384      3.44    0.0899      0.1394 3969930.00
AELP3   1.93    8.49       -200.57 -0.062     0.00    5.216      0.00       -12.58     0.00        -11.94      -11.98  0.0049      -0.0073     0.00    0.00        -23.6383 0.00   
SHUL4   7.40    8.54       2.11    1.309      0.0401  1.102      2.79       8.84       6.11        8.77        7.27    0.1481      0.1532      2.50    0.1968      0.2466 3144230.00
CPSL3   38.02   8.56       3.49    0.787      0.00    2.043      7.39       5.79       11.84       5.48        5.48    0.1359      0.092       1.89    0.5715      0.4082 0.00   
FESA4   46.66   8.59       1.27    1.580      0.0702  0.996      3.38       8.14       5.15        6.78        4.81    0.1943      0.184       3.60    0.1661      0.1476 7944070.00
EVEN3   6.88    8.66       0.71    0.544      0.0366  0.195      0.35       7.23       1.16        8.18        7.78    0.0752      0.088       3.51    0.032       0.082 6099300.00
TMGC12  550.00  8.71       1.12    0.800      0.00    0.770      4.66       12.27      8.22        10.94       10.94   0.0652      0.0918      1.69    0.0873      0.1283 0.00   
ACES4   94.73   8.74       2.27    1.683      0.00    1.430      6.37       7.16       20.65       6.50        6.50    0.2352      0.1927      2.05    0.269       0.2595 0.00   
ACES3   95.27   8.79       2.28    1.693      0.00    1.438      6.40       7.20       20.77       6.54        6.54    0.2352      0.1927      2.05    0.269       0.2595 0.00   
CZRS4   2.49    8.89       0.30    0.000      0.00    0.000      0.00       0.00       0.00        0.00        0.00    0.00        0.00        0.00    0.00        0.0334 0.00   
VULC3   20.43   8.90       2.53    1.817      0.0457  1.794      3.31       10.12      4.37        10.14       8.50    0.1795      0.2041      4.39    0.2168      0.2843 9586130.00
BPAR3   182.07  8.90       0.98    0.000      0.00    0.000      0.00       0.00       0.00        0.00        0.00    0.00        0.00        0.00    0.00        0.1101 0.00   
SHOW3   2.08    8.91       0.92    0.344      0.00    0.200      4.90       2.12       -2.36       -0.23       -0.21   0.1622      0.0467      1.06    0.1641      0.103 557937.00
TRPL3   32.01   8.93       1.17    3.662      0.0332  0.600      7.60       6.67       -1.95       8.95        8.88    0.5491      0.4193      1.90    0.0954      0.1314 88429.80
AFLU5   5.03    8.93       2.14    2.911      0.00    1.875      9.63       8.32       11.92       7.38        7.05    0.3498      0.3259      3.27    0.3118      0.2393 0.00   
CSUD3   18.50   8.95       1.87    1.451      0.0532  1.268      19.83      6.78       -30.65      6.73        4.35    0.214       0.162       1.29    0.2289      0.2092 1234660.00
WLMM3   26.00   8.96       1.41    0.447      0.0414  1.147      2.62       7.42       3.07        6.70        6.47    0.0603      0.0499      4.54    0.1834      0.1577 1545.97
PRIO3   46.09   8.97       3.17    4.031      0.00    1.434      33.28      7.25       -3.88       8.72        6.52    0.5562      0.4493      1.32    0.2199      0.3533 475759000.00
VIVO3   65.79   8.99       2.69    1.366      0.00    1.175      -29.21     6.21       -4.74       6.65        6.65    0.2201      0.152       0.89    0.2392      0.2988 0.00   
KLBN4   4.61    8.99       2.32    1.392      0.0534  0.501      3.55       5.65       -1.06       10.20       6.03    0.2466      0.188       2.16    0.1106      0.2581 7179590.00
MSPA3   46.25   9.00       0.36    1.539      0.0012  0.207      6.07       -30.65     -0.64       -39.76      46.88   -0.0502     0.171       1.56    -0.0071     0.0394 0.00   
CNFB4   5.99    9.01       1.57    1.511      0.00    0.872      3.47       8.27       53.95       10.05       7.85    0.1827      0.1677      2.20    0.1201      0.1739 0.00   
TTEN3   11.36   9.04       1.78    0.697      0.00    0.855      3.86       10.87      6.92        11.10       10.10   0.0641      0.0766      1.52    0.1444      0.1974 15666800.00
TUPY3   25.60   9.06       1.13    0.326      0.0304  0.370      1.15       4.03       -6.20       6.48        4.67    0.0808      0.037       2.10    0.123       0.1247 13997300.00
KLBN11  23.24   9.07       2.34    1.403      0.053   0.505      3.58       5.69       -1.06       10.24       6.06    0.2466      0.188       2.16    0.1106      0.2581 98653600.00
SOND3   46.01   9.09       1.97    0.667      0.1204  1.172      3.45       3.06       5.64        2.35        2.17    0.2184      0.0734      2.25    0.5507      0.2162 0.00   
RAPT4   11.48   9.09       1.28    0.338      0.0446  0.296      0.97       2.61       -3.18       4.58        3.85    0.1296      0.0599      2.10    0.1551      0.1412 17962200.00
BLAU3   16.05   9.10       1.46    2.130      0.0373  0.937      2.49       9.80       5.52        10.25       9.24    0.2172      0.2317      3.44    0.1223      0.1603 9215230.00
UNIP3   67.94   9.10       2.51    1.240      0.0256  1.139      5.55       5.52       -9.90       5.32        4.46    0.2246      0.1368      1.92    0.298       0.2761 742862.00
KLBN3   4.67    9.11       2.35    1.410      0.0528  0.508      3.60       5.72       -1.07       10.27       6.08    0.2466      0.188       2.16    0.1106      0.2581 1655970.00
AFLU3   5.15    9.15       2.19    2.981      0.00    1.919      9.86       8.52       12.21       7.57        7.24    0.3498      0.3259      3.27    0.3118      0.2393 0.00   
AURA33  33.80   9.34       1.41    1.183      0.043   0.567      3.78       3.98       -2.65       4.98        4.98    0.2971      0.1267      1.64    0.2059      0.1508 1769640.00
CYRE3   21.09   9.35       1.08    1.426      0.0242  0.495      1.45       10.79      26.29       13.70       13.21   0.1321      0.1519      2.93    0.0554      0.1159 112387000.00
PTNT4   8.55    9.37       1.10    0.518      0.0248  0.480      1.78       7.35       12.93       8.95        5.83    0.0704      0.0811      2.11    0.0909      0.117 175049.00
